sra_id,sand,plant,hot spring,food,human skin,sludge,mine,human,coal mine,chemical vessel,clay,contaminated water,microbial mat,marine,human brain,marine coastal,human ear,gaseous environmental material,soil,saltern,hypersaline lake,fungus,solid environmental material,liquid environmental material,sediment,human blood,animal,human mouth,marine deep,human wound,human vagina,air,fresh water,oil,spring,built environment,mud,biofilm,marine benthic,rock,solid waste,waste water,marine surface,other water,mine drainage,human lungs,human urogenital,human gut,human nose,human bone,percent_unique_kmer,percent_16S,percent_phage,percent_Prokaryote,source
SRR332523,0,10.55040385,1.719156778,1.208214575,0,8.499514145,0,2.810940158,0.249968552,2.179081857,0,0,0,0.07471689,0,0,0,0,23.69353997,0.544043768,0,0,2.788544622,0,7.916784267,0.027311553,6.410525867,0.827808909,1.218087501,0,0.090413605,0,0.239935891,0.314370606,0,0,2.729537538,2.335049755,0.139080267,0,0,1.201604272,0,15.31591977,0,0,0.355056743,5.930675998,0.246252093,0.38322356,92.2426435,0.05,0.04,2.33,fungus
SRR332527,0,43.36951553,0,0,0,0,0,6.907756019,0,0,0,0,0,0.037133381,0,0,0,0,33.34255409,1.276858771,0,0.568869997,0,0,3.240154936,0,0.132376206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297172555,0,9.627146751,0,0,0,0.99527705,0.205184715,0,89.6484164,0.08,0,14.56,fungus
SRR332522,0,11.99068714,2.111698048,0.645828894,0.019353451,6.138294029,0,2.814863862,0.473816186,3.406428004,0,0,0,0.230008099,0,0,0,0,23.1699665,0.027630284,0,0,1.391866228,0,7.218417256,0.156460381,6.549676405,1.453247403,2.252224875,0,0.520093738,0,2.611716823,0.938936692,0,0,1.287163408,1.249169965,0.754627658,0,0,4.536966682,0,12.22672683,0,0.795886475,0.529602804,3.319595478,0.087323065,1.09172334,97.1947046,0.08,0.04,2.7,fungus
SRR1199945,0,0,3.239252878,0,0,0,0,1.352238501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.407621215,0,34.60109915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.56979216,0,0,0,0,0,11.8299961,0,0,100,0,0,0,fungus
SRR332531,0,26.86358665,0,1.333303678,0,0,0,10.17832781,0,0,0,0,0,0,0,0.124569335,0,0,37.85367259,0,0,0.706203074,1.935012952,0,1.164402093,0.265730435,15.41803649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157154891,0,0,0,0,0,0,94.595843,0.17,0.01,19.34,fungus
SRR2402951,0,1.553417404,1.212635487,0,0,0,0,13.03991937,0,4.900686555,0,0,0,0,0,0,0,0,0,13.79454069,0,0,0,0,14.19543153,7.277157327,12.06545968,1.900318423,0,0,5.941378702,0,1.493040545,0,0,0,1.454925904,3.967749634,0,0,0,0,0,17.20333875,0,0,0,0,0,0,66.9805494,0,0.43,0.19,fungus
SRR5823778,0,0,0,0,0,0,0,5.783586148,0,1.399513444,0,0,0,1.390936041,0,0,0,0,0,9.131953093,0,0,0,4.372912711,18.52037869,0,14.98309197,0,0,0,0,0,0,4.204122881,0,0,0,1.909926851,0,0,0,0,0,38.30357817,0,0,0,0,0,0,90.66316082,0,1,0.12,fungus
SRR332526,0,6.50781376,1.080785033,0.020206116,0,4.904607384,0,1.268669143,0,2.284524202,0,0,0.30194521,1.144164217,0,0,0,0,41.89069841,0.570800995,0,0.715197015,0.083327752,0,8.304529208,0.117071453,8.873267412,0.526978844,0,0,0.097624424,0,1.286761361,0,0,0.721371189,0.441051929,0.050213513,0,0,0,1.600043796,0,14.59670032,0,0,0,2.611647312,0,0,94.8044692,0.07,0.01,1.13,fungus
SRR332520,0,9.591965771,2.343612747,0.6443374,0,9.09040704,0,2.956369475,0,0.90205275,0,0.574237346,0.350331556,0,0,1.53590059,0,0,20.13618897,0.820691629,0,0,2.537618144,0,3.09285453,0.761514264,5.072749269,0,0.30602994,0,1.276361366,0.01234851,0.092593189,0,0,0.21344959,1.583265769,0.430554534,0,0,0,4.35890336,0,18.63691333,0,0.16711131,1.382875435,6.097608105,0,5.030386726,97.0499397,0.05,0,1.99,fungus
SRR3017096,0,0.590240813,5.04378161,4.082654195,0,1.611146443,0,5.609524637,0,0,0,0,0,2.53031933,0,0,0,0,5.795303439,0,0,0,0,0,8.791571788,0,25.22508754,0,0,0,0,0,0,3.984105536,0,0,0,0.514185854,0,0,0,1.253779396,0,31.35677147,0,0,0,3.61152795,0,0,91.87271528,0.02,0,0.66,fungus
SRR5822802,0,0,10.64067282,0,0,0,0,4.046566147,0,0,0,0,0,0.274090889,0,0,0,0,0,12.3454718,0,0,0,4.278697505,11.88077594,0,10.74076993,1.354351153,0,0,3.923951105,0,0,0,0,0,0,0.82347018,0,0,0,0.290101805,0,35.53163472,0,0,0,3.869446008,0,0,93.33994086,0,0.69,0.04,fungus
SRR3017086,0,0,0,0,0,0,0,0.361598206,0,0,0,0,0,18.28734289,0,0,0,0,0,0,0,0,0,0,0,0,43.19912949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.141396589,0,29.01053283,0,0,0,0,0,0,92.09818855,0,0,0,fungus
SRR189436,0,0,8.717068795,0,0,2.814615314,0,2.031378021,0,0,0,0,0,0,0,0,0,0,4.997261916,0,0,0,0,0,26.19841305,0,19.44847546,0,0,0,0,0,0.413706436,3.183650732,0,0,2.769070385,0,0,0,0,3.95207376,0,13.28671155,0,0,0,12.18757458,0,0,88.1605384,0,0.03,0.12,fungus
SRR332532,1.258524395,13.16254669,2.472565622,1.848936936,0,0.036394907,0,0.766954137,0,1.655206103,0,0,0,0,0,0,0,0,8.86250614,0,0.831016556,0,30.93125573,0,5.009562797,0.198117512,15.38975906,0,0,0,0,0,0.492922756,0,0,0,0,1.206696272,0.96541507,0,0,0.306294857,0,10.52960494,0,0,0.029153044,3.593113101,0.453453386,0,88.4387016,0.08,0.01,8.93,fungus
SRR5823420,0,2.690294847,0,0,0,0,0,7.580282267,0,5.481640774,0,0,0,5.037958487,0,0,0,0,0,4.52665443,0,0,0,1.295458616,9.591836053,0,9.057355764,0,0,0,6.859312045,0,0.017963337,2.607439699,0,0,0,0,0,0,0,0.152550793,0,43.17504856,0,0,0,1.926204332,0,0,91.56184373,0.02,0.64,0.12,fungus
SRR3017103,0,6.533079053,4.933614518,3.49614931,0,0.774237084,0,3.997627519,0,0,0,0,0,3.482499093,0,0,0,0,4.152798856,1.242580785,0,0,0,0,10.56877574,0,25.90153249,0,0,0,1.17944683,0,0,4.049020686,0,0,0,0.005893016,0,0,0,1.566583245,0,25.69051688,0,0.968294901,0,1.457349993,0,0,86.41063842,0,0,0.36,fungus
ERR921038,0,0,12.18544693,2.88799245,0,0,0,14.57190056,0,0,0,0,0,0,0,0,0,0,10.52312163,4.802401996,1.819238634,0,0,0,1.566009037,0,6.880126541,7.567769488,0,0,15.04540801,0,0,0,0,0,0,0,0,0,0,1.371451283,0,0,0,0,0,20.77913345,0,0,86.0090842,4.26,0,3.19,fungus
SRR5213860,0,2.073301501,0.124003841,0,0,0,0,8.934895943,0,4.33515403,0,0,0,0,0,0,0,0,16.89986302,0,0,0,0,0.638363974,18.08155226,0,8.986736039,0,0,0,0.929008228,0,0.296182452,0.931199333,0,0,0,0,0,0,0,0,0,34.3972089,0,0,0,3.372530478,0,0,90.95283275,0.07,0.64,0.37,fungus
SRR1231901,0,0,11.88236435,1.774382423,0,0,0,18.74115454,0,7.694382873,0,0,0,0,0,0,0,0,0,1.993218151,0,0,0,0,8.987707583,0,6.477445461,0,0,0,0,0,0,5.845410026,0,4.846741226,0,0,0,0,0,2.984306948,0,17.88150774,0,0,3.963143467,6.928235206,0,0,93.488024,0,0,0,fungus
SRR5213859,0,0,0,0,0,0,0,2.811297537,0,0,0,0,0,3.572644323,0,0,0,0,0,3.711454107,0,0,0,5.520402105,16.31940477,0,28.17508568,0,0,0,0,0,0,4.069317722,0,0,0,0,0,0,0,0,0,35.82039376,0,0,0,0,0,0,91.45677888,0,0.39,0.18,fungus
SRR3017090,0,0.815459914,0.106197556,0,0,0,0,3.470176068,0,0,0,0,0,10.66504546,0,0,0,0,0.439876945,0,0,0,0,0,6.549302702,0,32.5085574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.60106367,0,36.84432029,0,0,0,0,0,0,91.3905625,0.02,0,0.2,fungus
SRR1578568,0,7.619846106,1.698553888,0,0,0,0,14.13355513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.693409534,0,0,0,0,5.832837265,0.962292419,0,0,0,9.085455488,0,0,0,0,34.26901265,0,17.70503752,0,0,0,0,0,0,80.9917355,0,0,0,fungus
SRR5822173,0,0,6.434292838,0,0,0,0,8.421473585,0,3.565379267,0,0,0,4.364852916,0,0,0,0,0,12.33144923,0,0,0,0.699731844,12.27880682,0,8.485011399,0.402556481,0,0,0.729692654,0,0,0,0,0,0,4.224159037,0,0,0,0,0,36.46058138,0,0,0,0,0,1.602012559,92.92596989,0.01,0.23,0.11,fungus
SRR124268,0,7.948391461,0,15.14298315,0,0.11650988,0,12.12071694,0,0,0,0,0,0,0,0,0,0,2.456505579,0,0,2.922655298,7.272832279,0,0.025164423,2.906423581,19.21047827,0.133035651,0,3.232304307,0,0,0.154789474,0,0,0,0,0,0,0.00751361,0,0.17735076,0,13.43937231,0,0,9.442261535,3.290711489,0,0,96.4087076,0.15,0.12,26.5,fungus
SRR3017091,0,0.027859277,0,0,0,0,0,3.267929093,0,0,0,0,0,12.39631399,0,0,0,0,0,0,0,0,0,0,4.267483301,0,34.98094001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.484256644,0,35.57521768,0,0,0,0,0,0,91.38665776,0.02,0.02,0.14,fungus
SRR1578578,0,0,0,9.193616985,0,0,0,20.14183544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.167163595,0,0,0,0,4.08268751,4.50853606,0,0,0,0,0,0,0,0,28.92605521,0,26.9801052,0,0,0,0,0,0,66.3551402,0,0,0,fungus
SRR332525,0,7.35087628,0.600812237,0.31028901,0,5.887187776,0,0.910273013,0,1.549489549,0,0,0.354710248,1.265186017,0,0,0,0,40.92291308,0.49709056,0,0,0.640017795,0,5.502913762,0.13513192,6.015992285,0.357022509,0,0,0,0,1.001904965,0,0,1.105965192,0.797539612,0,0,0,0,0.643524138,0,20.48503,0,0,0,3.666041874,0,0,93.6353401,0.02,0.01,1.06,fungus
SRR5822804,0,9.627493929,0,0,0,0,0,6.152270162,0,0,0,0,0,5.692781954,0,0,0,0,0,9.930364317,0,0,0,0.598879601,10.82552943,0,6.935013474,0,0,0,4.088801041,0,0,2.049356526,0,0,0,0,0,0,0,0,0,44.09950956,0,0,0,0,0,0,91.37058361,0.01,0,0.04,fungus
SRR332535,1.148800193,14.97818505,6.943434034,3.476854078,0,0,0,0.780506728,0,3.401888301,0,0,0,0,0,0,0,0,13.10716378,0,0.603942943,0,1.147079027,0,5.713320409,0.442905168,10.68491538,0.168186222,0,0,0.830823611,0,0.49272067,0.15272386,0,1.078611164,0,0.90896727,2.177561579,0,0,1.919901578,0,21.43923618,0,0,1.414780979,4.884721525,2.102770265,0,77.8505827,0.02,0.01,3.27,fungus
SRR5823416,0,0,0,0,0,0,0,5.269448019,0,3.968740309,0,0,0,0,0,0,0,0,0,5.748283746,0,0,0,4.019823823,19.22472189,0,10.98298854,0,0,0,2.766728785,0,0,3.127872058,0,0,0,1.092433156,0,0,0,0,0,43.79895968,0,0,0,0,0,0,91.17277414,0,0.82,0.12,fungus
SRR5822948,0,0.611218553,2.210673554,0,0,0,0,8.724935088,0,0,0,0,0,0,0,0,0,0,42.36028991,1.38147091,0,0,0,2.668230532,6.147682409,0,10.20072478,0.142900311,0,0,3.008539107,0,0.537762576,0,0,0,0,0,0,0,0,0,0,21.30544657,0,0,0,0.700125694,0,0,84.90877837,0.1,0.64,0.28,fungus
SRR1531545,0,2.764976009,0.816865987,0.732113997,0,0,0,12.48366766,0,0,0,0,0,0,0,2.020574,0,0,0.958815017,0.149947136,0.661267559,0,0.534861046,0,1.431947913,0,36.71916179,0.123703143,0.602711631,0,0,0,0,0,0.111532063,0.340301848,0,0,0,0,0,11.16445475,0,25.11583912,0,0,0,3.267259332,0,0,96.6010635,0.02,0,6.95,fungus
SRR3017087,0,0,0,0,0,0,0,0.242348291,0,0,0,0,0,16.68792658,0,0,0,0,0,0,0,0,0,0,0,0,43.31536552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79266623,0,28.96169338,0,0,0,0,0,0,91.941406,0,0,0,fungus
SRR3017094,0,0.541357051,6.100433622,3.350687354,0,2.129384573,0,4.867808149,0,0,0,0,0,3.690762477,0,0,0,0,5.899726903,0,0,0,0,0,12.66188436,0,24.60474056,0,0,0,0.052306415,0,0,2.770622649,0,0,0,0,0,0,0,2.168166768,0,29.52245295,0,0,0,1.63966616,0,0,89.40500106,0,0,0.25,fungus
SRR332528,0,43.45062215,0.037327995,0.18460301,0,0,0,6.571152199,0,0,0,0,0,0.394063642,0,0,0,0,30.34077195,1.010422949,0,1.049158983,0,0,3.908036036,0.028679031,1.570764982,0,0,0,0.02048313,0,0,0,0,0,0,0,0,0,0,0.631184615,0,9.063117081,0,0,0,1.620875805,0.118736451,0,90.092501,0.05,0.01,12.18,fungus
SRR124267,0,5.501274656,1.754245796,13.65812394,0,0,0,22.48144873,0,0,0,0,0,0,0,0,0,0,0.342385713,0.233334808,0,0.006870945,1.343254841,0,0,0.804653458,10.08768712,0,0,2.196198227,0.019213224,2.120330933,0,0,0,0,0.516740031,0,0,0,0,0.137745949,0,36.82007108,0,0,0,1.881384506,0,0.095036038,94.0872319,0.13,0.04,24.15,fungus
SRR3017099,0,0,0,2.378058396,0,0.829621926,0,5.39006759,0,0,0,0,0,1.46552816,0,0,0,0,0,0,0,0,0,0,17.22503567,0,26.72971811,0,0,0,0,0,0,0,0,0,0,0.862492885,0,0,0,0.969532935,0,41.80609859,0,0,0,2.343845735,0,0,94.31304924,0,0,0.54,fungus
SRR2579828,0,11.38356729,0.522494898,0,0,0,0.079214607,0,0,0.534186529,0,0,0,3.629006462,0,0,0,0,11.27543115,0,0.396894442,0,0,9.444097656,7.333429078,0,0.449830753,0,0,0,0,0,2.718809886,4.464190051,0,0,0,0,0,3.456758387,0,3.656120903,0,31.52283729,0,0,0,9.133130613,0,0,100,0,0,0,fungus
SRR332537,0,7.445749102,0,17.91301698,0,0.205095796,0,0,0,0,0,0,0,0,0,0,0,0,50.85903281,0,0,0,0,0,2.37875763,0.68247727,4.711224194,0,0,0,0,0,0.368916392,0.868104346,0,0,0,0,0,0,0,0,0,13.33692466,0.246296315,0,0,0.984404494,0,0,95.0155136,0.13,0.03,26.1,fungus
SRR3017101,0,0.177895514,5.596661584,3.348107079,0,2.433704136,0,2.988702092,0,0,0,0,0,0.430527687,0,0,0,0,8.59657534,0,0,0,0,0.826321056,10.84634358,0,25.76204656,0,0,0,1.011713145,0,0,3.072205996,0,0,0,0,0,0,0,1.542393561,0,29.66802027,0,0,0,3.6987824,0,0,90.17305639,0,0,0.31,fungus
SRR332533,0,28.73785926,0.157878971,6.521470129,0,1.309036371,0,5.91852438,0,0.070477707,0,2.076386756,0,0.552620804,0,0,0,0,18.70994334,0.251569253,0,0.01394667,6.289241079,0,0.930814091,0.320218625,6.322795631,0.117724095,0,0,0.635281952,0.275900854,0,0.422178263,0,0.570864824,0,0,0.04944413,0,0,0.694341519,0,12.88268079,0,0,0,5.925323851,0.243476655,0,94.2825983,0.13,0,17.97,fungus
SRR3017092,0,0,0,0,0,0,0,4.956208082,0,0,0,0,0,7.988280847,0,0,0,0,0,0,0,0,0,0,6.753423068,0,28.5506913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.662539914,0,40.99036147,0,1.098495321,0,0,0,0,93.04573441,0.02,0,0.63,fungus
ERR844342,0,0,0.238078249,0,0,0,0,3.270919753,0,0,0,0,0,0,0,1.660181,0,0,0,0,0,0,0,4.330600926,25.01172626,0,5.304360163,0,0,0,0,0,0,4.569700035,0,0,25.33698027,0,0,0,0,0,0,29.03491571,0,0,0,1.24253763,0,0,83.36724564,0,0,0.04,human
SRR5512721,0,0,0.359406507,0,0,0,0,8.39901263,0,0,0,0,0,0.059856729,0,0,0,0,0.112287844,0,0,0,0,0,0.996496762,3.026219413,18.13751907,3.18770277,0,0,0,0,0.072423012,0,0,0,0.325526384,0,0,0,0,0,0,1.429374182,0,0,0.396235042,63.49793966,0,0,97.8050079,0.14,0.08,22,human
SRR4032483,0,0,0.157095426,0,0,0.042116025,0,12.91739047,0,0.150558333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40228466,0.56489139,21.15885611,3.28777753,0,0,0.479320959,0,0.050235164,0.239788105,0,0.194580438,0.123220874,0,0,0,0,0,0,1.283955101,0,0,0,58.94792941,0,0,94.7163536,0.17,1.93,20.05,human
SRR1944873,0,0,0.189367885,0.453021777,0,0.173095026,0,19.98295444,0,0.852179002,0,0,0,0,0,0,0,0,1.505457053,4.736772382,0,0,0,0,4.152257071,0,10.37904005,0.745002148,0,0,0.082811166,0,0,0,0,0,0,0,0,0,0,1.112739613,0,2.190691642,0,0,0,53.44461074,0,0,84.4815804,0.18,0.17,30.28,human
ERR223095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2901268,0,0,20.35338981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.94051225,0,0,0,7.415971144,0,0,11.2535791,0,0,0.02,human
ERR206071,0,0,15.05773046,0,0,0,0,3.850716568,0,0,0,0,0,0,0,0,0,0,9.722083883,0,0,0,0,10.73904225,1.910127221,0,13.24343398,1.152447007,0,0,0,0,0,0,0,0,3.235016308,0,0,0,0,0,0,41.08940233,0,0,0,0,0,0,7.1717642,0,0,0.02,human
ERR206174,0,0,0,0,0,0,0,8.271469476,0,0,0,0,0,0,0,0,0,0,0,57.67682482,0,0,0,0,9.992210757,0,16.13966364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.919831308,0,0,0,0,0,0,46.6367502,0,0.05,0.14,human
ERR206248,0,0,2.251369497,0,0,1.629268746,0,2.298091428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.99157563,11.46590332,9.98812276,10.02074928,0,0,0,0,0,0,7.073026413,0,0,0,4.71617751,0,0,0,1.812294785,0,15.82573434,0,0,5.927686299,0,0,0,62.3275841,0,0,0.03,human
SRR2175799,0,4.692239096,0,0,0,0,0,10.5523925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7046951,26.59595614,0,7.151656005,0,0,0,0,0,0,0,0,0,11.94143357,4.948737671,0,0,0,0,0,16.29432561,0,0,1.118564307,0,0,0,81.1114513,0,0.01,0.04,human
SRR1944902,0,0,1.45920074,0,0,0,0,71.91133674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.62946252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2483691,0,0.01,0.05,human
SRR4032523,0,0.389221359,0.324029113,0,0,0.436605868,0,35.30697566,0,0,0,0,0,0,0,0,0,0,0.195664327,0.977203129,0.121622204,0,0,0,0.491858287,16.85493671,6.541792979,5.175375443,0,0,18.02090388,0,0,0.631158601,0.045168966,1.256566631,0.147689688,0.041166949,0,0,0,0.234827537,0,2.098296501,0,0,0.61899601,6.255257568,3.83421642,0,82.8964381,0.25,1.13,34.31,human
SRR1917931,0,1.828165564,0.143082224,4.297232889,0,0,0,18.07905346,0,0,0,0,0,0.342652102,0,0.365591927,0,0,1.328687952,0,0,0,0.024855165,0,0.151261325,0.270826806,5.021270963,2.230162031,0,0,17.89147403,0,0.048607684,0,0,0,0,0.2086875,1.137173435,0.231053704,0,13.67669754,0,5.592952055,0,2.383380927,3.300342414,21.44678831,0,0,63.3863713,0.27,0.25,53.98,human
SRR4032643,0,0,0.276325801,13.89644762,0,0.055769081,0,4.25758167,0,0.048038868,0,0,0,0.198481184,0,0.013085592,0,0,0.736556766,0,0,0,1.281172271,0.070304919,0.677617691,6.206242616,10.91309939,0,0,0,0,0,0.116105587,0.058285469,0.012400571,0,0.05817274,0.144802918,0,0.070466395,0,0,0,3.976209103,0,0.587579492,38.67104597,17.51477436,0.158871911,0,81.6179086,0.25,1.24,90.25,human
ERR206182,0,0,0,0,0,0,0,1.310082194,0,0,0,0,0,2.528659355,0,0,0,0,0,17.56397337,0,0,0,12.660915,8.385309191,0,18.62835686,0,0,0,0,0,0,0,0,0,7.79476351,0,0,0,0,4.017633222,0,27.1103073,0,0,0,0,0,0,69.5098217,0,0,0.02,human
ERR302451,0,0,24.41821138,0,0,0,0,0,0,0,0,0,0,0,0,8.660046291,0,0,0,7.527775384,0,0,0,11.19150347,0,0,23.228407,0,0,0,0,0,0,0,0,0,0.403966855,0.187094287,0,0,0,0.198952804,0,24.18404253,0,0,0,0,0,0,12.0861017,0.06,0.02,0.83,human
SRR1952455,0,0,0.779474406,0,0,0,0,30.48495158,0,0.235614534,0,0,0,0,0,0,0,0,3.009962338,4.919482827,0,0,0,0,3.427774219,0,17.63811631,0.65889835,0,0,0,0,0,0.591793328,0,0,0.202518264,0,0,0,0,0.140335063,0,1.143960784,0,0,0,36.76670312,0,0,86.4216373,0.14,0.34,39.15,human
ERR205993,0,0.293144956,0,2.170969327,0,0,0,11.19558561,0,0.012055205,0,0,0,0,0,0,0,0,3.858100507,5.584034399,0,0,0,0,2.280298881,0,42.28231418,0.079392566,0,0,0.699198692,0,0.038934355,0.469462152,0,0,2.896857063,0,0.295947965,0,0,0.284325898,0,5.362496543,0,0,0.122153699,22.07363788,0,0,87.72661985,0.25,0.02,7.33,human
ERR223098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785388492,0,0,18.84021865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.68028901,0,0,0,7.69410384,0,0,13.2958877,0.01,0,0.03,human
ERR206163,0,0,19.77440847,0,0,0,0,0.045660439,0,0,0,0,0,0,0,0,0,0,6.100769728,0,0,0,0,13.23425641,0,0,16.22068473,2.158450798,0,0,0,0,2.27917528,0,0,0,1.414179148,0,0,0,0,0,0,38.772415,0,0,0,0,0,0,11.4534798,0,0,0.06,human
SRR4032488,0,1.459556914,0,0.579558303,0,0.038854434,0,2.293651358,0,0,0,0,0,0,0,0,0.118738163,0,0.2300822,0,0,0,0,0,0.600208743,0.154162186,13.58382961,0,0,0.037810164,7.315761556,0,0,0,0,0,0.274269377,0.040226694,0,0,0,0.508981526,0,2.541132263,0,0,0.170217708,69.75974328,0.292998692,0,87.5370689,0.18,0.27,55.86,human
SRR2175796,0,0.850519147,0.362692044,0.400730716,0,0,0,17.58846814,0,0,0,0,0,1.913409104,0,0,0,0,0.491428916,2.867822487,0,0,0,0.360112213,1.316289138,6.900117285,24.56370436,5.419243854,0,0,1.672446789,0,1.387192776,1.225381911,0,0,0,0,0,0,0,0,0,7.265371371,0,0,0.746465369,0.530968118,24.13763626,0,88.2659461,0.1,0.04,11.17,human
SRR1917937,0,1.66654111,0.035388671,0.481865098,0,0,0,24.56288634,0,0,0,0,0,1.346266708,0,0,0,0,1.213212401,0,0,0,0,0,1.75554411,0,8.849172073,0,0,0,0.30058058,0,0,0.047355707,0,0,0.280609416,0,1.147086899,0,0,2.169835289,0,1.44954945,0,0,19.41816031,35.27594584,0,0,53.05951,0.19,0.8,67.68,human
ERR206149,0,0,28.76802414,0,0,0,0,1.984016418,0,0,0,0,0,0,0,6.379418355,0,0,0,0,0,0,0,15.0116066,2.868921094,0,13.88179777,0,0,0,0,0,0,0,0,0,0,5.260725368,0,0,0,0.609265389,0,25.23622487,0,0,0,0,0,0,22.1976601,0,0,0.05,human
ERR844305,0,0,0,0,0,2.013967222,0,0.346164562,0,0,0,0,0,0,0,4.326224097,0,0,0,0,0,0,5.231776527,0,23.53300393,0,0.344104189,0,0,0,0,0,0.051572321,14.56905855,0,0,21.74569748,0,0,0,0,0,0,19.75147046,0,0,0.748001109,7.338959559,0,0,73.07057783,0,0,0.02,human
SRR2241114,0,0.317787869,6.243251731,1.256331657,0,0,0,16.36181809,0,0,0,0,0,0.63737578,0,0,0,0,4.807530057,1.429367816,0,0,0,0,3.135602358,5.411843818,2.945684798,3.185887267,0,0,11.57205384,0,1.008256448,0,0,0,0.177206227,0,0,0,0,0,0,4.610929477,0,3.158596974,0.035269018,3.386178884,30.31902789,0,94.2016781,0.09,0.02,11.58,human
SRR4032467,0,0.842039237,0.430727718,1.55635284,0,0.240361728,0,37.95559804,0,0,0,0,0,0,0,0,0,0,4.961736654,0,0,0,0.046321567,0,0.272851861,2.944781783,17.49683018,0.794073171,0,0,0.073432421,0,0.026254967,0.20627269,0.257645701,0,0.179766727,0.993744175,0,0,0,3.669783243,0,3.253109125,0,0,2.067627339,21.72993108,0,0,90.3639953,0.22,0.63,65.8,human
SRR2240835,0,0,0,0,0,1.88635553,0,15.71589989,0,0,0,0,0,0,0,0,0,0,0,9.918523626,0,0,0,21.4841108,14.26966149,0,10.94173264,0,0,0,0,0,0,0,0,0,7.783214795,0,0,0,0,0,0,14.75398254,0,0,3.246518699,0,0,0,77.2244773,0.01,0.01,0.49,human
SRR2241312,0,0,0.538792331,1.341543942,0,1.415902158,0,23.33482552,0,0,0,0,0,0,0,0,0,0,13.48646305,26.68698849,0,0,0,0,7.412863529,0.345381314,12.43454582,4.394323022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.057174119,0,0,0,2.551196705,0,0,87.0521767,0.14,0,8.53,human
ERR206024,0,0,11.14389894,0,0,0,0,7.643727045,0,0,0,0,0,0,0,0,0,0,9.751233695,0,0,0,0,1.15781349,2.713196044,0,19.06338643,0.159208148,0,0,0,0,0,0,0,0,6.916417191,0,0,0,0,0,0,39.52002805,0,0,0,1.931090968,0,0,11.1053117,0.04,0,0.03,human
SRR2241309,0,0,5.332267597,0,0,0,0,39.37738501,0,0,0,0,0,0,0,0,0,0,10.94324353,16.11270044,0,0,0,0.260591256,1.798214849,0,10.24826247,5.606937666,0,0,6.877005704,0,0.48652921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.956862274,0,0,86.974872,0.28,0.04,24.73,human
SRR1952621,0,0,0.552012155,0,0,0,0,18.30661343,0,0.587735091,0,0,0,0,0,0,0,0,3.802849032,6.355801832,0,0,0,0,1.732791126,0,11.19623859,1.42802798,0,0,0,0,0,0.076468152,0,0,0,0,0,0,0,1.129599463,0,0.359645543,0,0,0,54.47221761,0,0,83.9849271,0.19,1.17,34.76,human
ERR206227,0,0,16.45957739,0,0,0,0,0,0,0,0,0,0,0,0,7.58230825,0,0,0,1.037643984,0,0,0,9.300081877,0,0,26.23337365,3.729044812,0,0,0,0,0,0,0,0,0,1.856717894,0,0,0,1.074487484,0,32.33865142,0,0,0,0.388113237,0,0,10.8579216,0.01,0,0.02,human
SRR4032494,0,1.611595602,0.054044896,3.692355746,0,0.080180178,0,28.32356432,0.100061942,0.107965323,0,0,0,0,0,0,0,0,0.443872137,0,0,0.23749628,0.061316528,0.109659649,0.528524564,12.95224087,4.002132925,0.062938022,0.023246262,1.218489907,3.45482419,0,0.024583016,0.072961078,0,0.9682835,0,0.580089622,0,0,0,1.618443149,0.019896049,1.503398692,0,0.635401454,7.976638939,29.53559661,0,0,81.5671609,0.22,1.54,74.91,human
SRR2175754,0,0,0.022738218,0.521680723,0,0,0,9.420039244,0,0,0,0,0,0,0,0,0,0,3.589164236,1.214601249,0,0,0,0,0,0,35.61482518,0.590055097,0,0,0,0,0,0.180848961,0,0,0,0,0,0,0,1.07331747,0,0.178997772,0,0,0,47.59373184,0,0,92.4554129,0.07,0.14,19.41,human
